,genres
722,"['Comedy', 'Drama', 'Science Fiction']"
723,['Drama']
724,"['Comedy', 'Drama', 'Family']"
725,['Drama']
726,"['Music', 'Romance']"
727,"['Drama', 'Romance']"
728,['Drama']
729,"['Drama', 'Mystery', 'Horror']"
730,"['Western', 'Drama', 'War']"
731,"['Drama', 'Crime']"
732,"['Comedy', 'Romance']"
733,"['Action', 'Adventure', 'Science Fiction']"
734,"['Drama', 'Romance']"
735,"['Drama', 'Mystery', 'Thriller']"
736,"['Drama', 'Animation', 'Family']"
737,"['Comedy', 'Drama', 'Thriller']"
738,['Comedy']
739,"['Action', 'Drama', 'Mystery', 'Thriller']"
740,['Documentary']
741,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
742,"['Drama', 'Foreign']"
743,"['Drama', 'Romance', 'War']"
744,"['Comedy', 'Drama']"
745,['Drama']
746,['Comedy']
747,"['Action', 'Adventure', 'Thriller']"
748,"['Horror', 'Comedy']"
749,"['Drama', 'Mystery', 'Romance']"
750,"['Comedy', 'Drama', 'Family']"
751,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
752,"['Comedy', 'Drama', 'Romance']"
753,"['Comedy', 'Romance']"
754,"['Crime', 'Drama', 'Thriller']"
755,['Drama']
756,"['Romance', 'Comedy']"
757,['Adventure']
758,"['Action', 'Comedy', 'Thriller']"
759,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
760,"['Family', 'Comedy']"
761,"['Action', 'Mystery', 'Thriller']"
762,"['War', 'Drama']"
763,['Comedy']
764,['Comedy']
765,"['Adventure', 'Drama']"
766,"['War', 'Drama']"
767,"['Drama', 'Comedy', 'Romance']"
768,"['Drama', 'Foreign']"
769,"['Comedy', 'Foreign']"
770,['Thriller']
771,"['Animation', 'Family', 'Fantasy']"
772,"['Fantasy', 'Comedy', 'Music']"
773,['Comedy']
774,"['Romance', 'Drama', 'Comedy']"
775,"['Action', 'Thriller']"
776,['Comedy']
777,['Comedy']
778,"['Action', 'Drama', 'Thriller']"
779,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
780,"['Comedy', 'Family', 'Fantasy']"
781,"['Drama', 'Comedy', 'Romance']"
782,"['Action', 'Fantasy', 'Thriller']"
783,"['Comedy', 'Family']"
784,"['Drama', 'Horror', 'Thriller']"
785,"['Horror', 'Comedy']"
786,['Drama']
787,"['Drama', 'Romance']"
788,['Drama']
789,"['Comedy', 'Drama']"
790,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
791,"['Crime', 'Drama']"
792,"['Drama', 'History']"
793,"['Comedy', 'Drama', 'Romance']"
794,"['Drama', 'Music']"
795,['Drama']
796,['Drama']
797,"['Drama', 'Crime']"
798,"['Comedy', 'Drama']"
799,"['Action', 'Crime', 'Thriller']"
800,"['Drama', 'Comedy']"
801,['Drama']
802,"['Crime', 'Drama', 'Romance', 'Thriller']"
803,"['Comedy', 'Family']"
804,['Drama']
805,"['Thriller', 'Drama', 'Music', 'Crime']"
806,"['Comedy', 'Family']"
807,"['Romance', 'Comedy']"
808,['Drama']
809,['Drama']
810,['Drama']
811,"['Action', 'Crime', 'Drama']"
812,"['Action', 'Adventure', 'Crime']"
813,"['Comedy', 'Drama']"
814,['Drama']
815,"['Horror', 'Mystery', 'Thriller']"
816,"['Fantasy', 'Horror', 'Science Fiction']"
817,"['Comedy', 'Family']"
818,"['Drama', 'Thriller']"
819,"['Fantasy', 'Comedy', 'Family']"
820,"['Action', 'Adventure', 'Comedy', 'Thriller']"
821,"['Drama', 'Romance', 'War']"
822,"['Animation', 'Adventure', 'Family']"
823,"['Horror', 'Thriller']"
824,"['Drama', 'Comedy', 'Romance']"
825,"['Drama', 'History']"
826,"['Drama', 'Romance']"
827,"['Drama', 'Romance']"
828,"['Drama', 'Romance']"
829,"['Drama', 'History', 'Romance', 'Thriller']"
830,"['Comedy', 'Romance']"
831,"['Comedy', 'Music', 'Romance']"
832,"['Drama', 'Comedy', 'Music', 'Romance']"
833,"['Music', 'Comedy', 'Romance']"
834,"['Comedy', 'Drama', 'Romance']"
835,"['Mystery', 'Romance', 'Thriller']"
836,"['Drama', 'Mystery', 'Thriller']"
837,"['Comedy', 'Romance']"
838,"['Drama', 'Mystery', 'Thriller', 'Crime']"
839,"['Comedy', 'Music', 'Romance']"
840,"['Mystery', 'Thriller']"
841,"['Comedy', 'Drama', 'Romance']"
842,"['Comedy', 'Romance']"
843,"['Comedy', 'Mystery', 'Romance', 'Thriller']"
844,"['Drama', 'Romance']"
845,"['Mystery', 'Crime', 'Thriller']"
846,"['Drama', 'Family', 'Music', 'Romance']"
847,"['Comedy', 'Drama', 'Romance']"
848,"['Comedy', 'Romance']"
849,"['Drama', 'Comedy', 'Family']"
850,"['Comedy', 'Music', 'Romance']"
851,"['Adventure', 'Family', 'Fantasy']"
852,"['Drama', 'Romance', 'War']"
853,"['Comedy', 'Drama']"
854,['Drama']
855,"['Mystery', 'Drama']"
856,"['Science Fiction', 'Mystery', 'Adventure']"
857,"['Adventure', 'Romance']"
858,['Drama']
859,"['Comedy', 'Drama']"
860,"['Drama', 'Mystery']"
861,"['Mystery', 'Thriller', 'War']"
862,"['Thriller', 'Drama', 'Romance']"
863,"['Drama', 'Mystery', 'Thriller']"
864,"['Drama', 'Romance']"
865,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
866,"['Comedy', 'Drama', 'Family', 'Romance']"
867,"['Comedy', 'Music']"
868,"['Comedy', 'Romance']"
869,"['Comedy', 'Drama', 'Romance']"
870,"['Comedy', 'Music', 'Romance']"
871,"['Comedy', 'Romance']"
872,"['Action', 'Adventure', 'Romance']"
873,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']"
874,"['Drama', 'Mystery']"
875,"['Fantasy', 'Romance', 'Mystery']"
876,"['Adventure', 'Fantasy', 'Drama', 'Mystery']"
877,"['Comedy', 'Music', 'Romance']"
878,"['Comedy', 'War']"
879,"['Comedy', 'Romance']"
880,"['Action', 'Drama', 'Western']"
881,['Drama']
882,"['Comedy', 'Crime', 'Mystery']"
883,"['Comedy', 'Drama']"
884,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
885,"['Drama', 'Family', 'Fantasy']"
886,"['Comedy', 'Drama']"
887,"['Comedy', 'Romance']"
888,"['Drama', 'Romance']"
889,['Drama']
890,"['Comedy', 'Thriller', 'Mystery', 'Romance']"
891,['Drama']
892,"['Comedy', 'Fantasy', 'Romance']"
893,"['Drama', 'Family']"
894,"['Thriller', 'Crime', 'Drama', 'Mystery']"
895,"['Comedy', 'Music', 'Romance']"
896,"['Romance', 'Western']"
897,"['Action', 'Thriller', 'Mystery']"
898,"['War', 'Drama']"
899,"['Action', 'Adventure', 'Western']"
900,['Horror']
901,"['Adventure', 'War', 'Romance']"
902,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']"
903,"['Drama', 'Romance']"
904,"['Romance', 'Drama']"
905,"['Drama', 'Comedy', 'Romance']"
906,"['Drama', 'Action', 'Mystery', 'Romance']"
907,['Comedy']
908,"['Drama', 'Romance', 'War']"
909,"['Music', 'Mystery']"
910,['Drama']
911,"['Action', 'Foreign']"
912,['Drama']
913,"['Drama', 'Romance']"
914,"['Comedy', 'Romance', 'Drama']"
915,"['Documentary', 'Family']"
916,"['Action', 'Adventure', 'Drama', 'Family']"
917,"['Drama', 'Romance']"
918,"['Drama', 'Comedy', 'Music']"
919,['Drama']
920,"['Action', 'Adventure', 'Thriller']"
921,"['Drama', 'Thriller']"
922,"['Drama', 'Thriller']"
923,"['Drama', 'Romance']"
924,['Drama']
925,"['Action', 'Crime', 'Drama', 'Thriller']"
926,"['Action', 'Drama', 'Thriller']"
927,"['Drama', 'Action', 'Crime']"
928,"['Comedy', 'Crime']"
929,"['Comedy', 'Crime', 'Thriller']"
930,['Comedy']
931,"['Drama', 'Thriller']"
932,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
933,"['Action', 'Comedy', 'Drama', 'Family']"
934,"['Crime', 'Drama']"
935,"['Comedy', 'Family']"
936,"['Action', 'Adventure', 'Family', 'Western']"
937,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']"
938,"['Comedy', 'Family', 'Fantasy']"
939,"['Romance', 'Comedy', 'Family', 'Fantasy']"
940,"['Adventure', 'Drama', 'Western']"
941,"['Comedy', 'Family']"
942,['Adventure']
943,"['Adventure', 'Comedy', 'Drama', 'Family']"
944,"['Comedy', 'Family']"
945,"['Adventure', 'Family']"
946,"['Drama', 'Family', 'Comedy']"
947,"['Adventure', 'Drama', 'Science Fiction']"
948,['Comedy']
949,"['Fantasy', 'Drama', 'Comedy', 'Family']"
950,"['Family', 'Fantasy', 'Animation', 'Romance']"
951,"['Animation', 'Family', 'Music']"
952,"['Animation', 'Family', 'Music']"
953,"['Animation', 'Family']"
954,"['Animation', 'Drama', 'Family']"
955,['Adventure']
956,"['Comedy', 'Family', 'Fantasy']"
957,"['Animation', 'Family']"
958,"['Fantasy', 'Animation', 'Comedy', 'Family']"
959,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']"
960,"['Animation', 'Adventure', 'Family', 'Fantasy']"
961,"['Adventure', 'Animation', 'Drama', 'Family']"
962,"['Comedy', 'Drama', 'Thriller']"
963,"['Drama', 'Family', 'Music', 'Romance']"
964,"['Action', 'Thriller']"
965,"['Horror', 'Thriller', 'Science Fiction']"
966,"['Drama', 'Romance']"
967,['Documentary']
968,"['Drama', 'Thriller']"
969,['Drama']
970,"['Comedy', 'Drama']"
971,"['Drama', 'Romance']"
972,"['Drama', 'Romance']"
973,"['Comedy', 'Romance']"
974,"['Comedy', 'Drama', 'Romance']"
975,"['Crime', 'Action', 'Mystery', 'Thriller']"
976,['Adventure']
977,['Documentary']
978,"['Comedy', 'Drama']"
979,"['Crime', 'Drama']"
980,['Drama']
981,"['Action', 'Thriller']"
982,"['Drama', 'Romance']"
983,"['Music', 'Comedy', 'Romance']"
984,"['Drama', 'Romance']"
985,"['Drama', 'Romance']"
986,"['Comedy', 'Romance']"
987,"['Crime', 'Drama', 'Thriller']"
988,['Drama']
989,['Drama']
990,"['Adventure', 'Animation', 'Family']"
991,['Mystery']
992,"['Comedy', 'Music', 'Romance']"
993,"['Comedy', 'Music', 'Romance']"
994,"['Crime', 'Drama', 'Mystery', 'Thriller']"
995,"['Crime', 'Drama', 'Mystery', 'Thriller']"
996,"['Adventure', 'Drama', 'Romance']"
997,"['War', 'Drama', 'Romance', 'Action']"
998,"['Family', 'Fantasy']"
999,"['Comedy', 'Romance']"
1000,['Horror']
1001,"['Comedy', 'Romance', 'Science Fiction']"
1002,['Comedy']
1003,"['Comedy', 'Crime']"
1004,['Comedy']
1005,"['Comedy', 'Music', 'Romance']"
1006,"['Comedy', 'Drama']"
1007,"['Adventure', 'Comedy']"
1008,"['Crime', 'Drama']"
1009,"['Adventure', 'Drama']"
1010,"['Crime', 'Mystery', 'Thriller']"
1011,"['Drama', 'Music', 'Romance']"
1012,"['Crime', 'Thriller']"
1013,"['Drama', 'War', 'Action']"
1014,['Comedy']
1015,"['Thriller', 'Mystery']"
1016,"['Drama', 'Music']"
1017,"['Romance', 'Crime', 'Drama', 'Thriller']"
1018,"['Crime', 'Drama', 'Mystery']"
1019,"['Drama', 'Romance']"
1020,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
1021,['Comedy']
1022,"['Fantasy', 'Drama', 'Family']"
1023,['Adventure']
1024,"['Action', 'Romance', 'War']"
1025,"['Action', 'Comedy']"
1026,['Drama']
1027,['Drama']
1028,['Horror']
1029,['Documentary']
1030,['Comedy']
1031,['Documentary']
1032,['Comedy']
1033,['Comedy']
1034,"['Crime', 'Drama']"
1035,"['Comedy', 'Horror']"
1036,['Drama']
1037,['Drama']
1038,"['Action', 'Adventure', 'Drama', 'Western']"
1039,['Drama']
1040,['Drama']
1041,['Comedy']
1042,['Documentary']
1043,['Drama']
1044,"['Mystery', 'Comedy', 'Crime']"
1045,"['Comedy', 'Fantasy', 'Family']"
1046,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1047,['Horror']
1048,"['Science Fiction', 'Action']"
1049,"['Drama', 'Horror']"
1050,['Drama']
1051,['Drama']
1052,['Drama']
1053,['Comedy']
1054,"['Adventure', 'Comedy', 'Fantasy']"
1055,"['Romance', 'Drama']"
1056,['Drama']
1057,['Drama']
1058,"['Comedy', 'Crime']"
1059,['Documentary']
1060,['Documentary']
1061,['Documentary']
1062,"['Animation', 'Comedy', 'Family']"
1063,['Documentary']
1064,"['Mystery', 'Crime', 'Drama', 'History', 'Romance']"
1065,"['Animation', 'Drama', 'Fantasy']"
1066,"['Drama', 'Thriller']"
1067,['Crime']
1068,"['Thriller', 'Crime']"
1069,['Drama']
1070,['Drama']
1071,['Comedy']
1072,"['Drama', 'History', 'War']"
1073,"['Drama', 'Comedy']"
1074,"['Drama', 'Comedy']"
1075,"['Comedy', 'Drama']"
1076,['Drama']
1077,['Comedy']
1078,['Horror']
1079,['Documentary']
1080,['Action']
1081,"['Comedy', 'Drama']"
1082,"['Drama', 'Romance']"
1083,"['Crime', 'Drama']"
1084,['Comedy']
1085,"['Comedy', 'Science Fiction', 'Fantasy']"
1086,"['Drama', 'Thriller']"
1087,"['Romance', 'Drama']"
1088,"['Drama', 'War']"
1089,"['Crime', 'Drama']"
1090,"['Comedy', 'Foreign']"
1091,['Western']
1092,"['Drama', 'Romance', 'War']"
1093,"['Comedy', 'Romance', 'War']"
1094,['Drama']
1095,['Drama']
1096,['Drama']
1097,"['Comedy', 'Drama', 'Romance']"
1098,"['Mystery', 'Documentary', 'Crime']"
1099,"['Comedy', 'Crime', 'Drama', 'Romance']"
1100,"['Documentary', 'Music']"
1101,['Documentary']
1102,['Drama']
1103,['Comedy']
1104,"['Adventure', 'Action', 'Science Fiction']"
1105,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']"
1106,"['Adventure', 'Action']"
1107,"['Comedy', 'Science Fiction']"
1108,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
1109,['Western']
1110,"['Comedy', 'Drama']"
1111,['Drama']
1112,"['Adventure', 'Drama', 'History', 'War']"
1113,"['Science Fiction', 'Drama']"
1114,"['Crime', 'Drama']"
1115,"['Drama', 'War']"
1116,['Western']
1117,"['Adventure', 'Action', 'Science Fiction']"
1118,"['Drama', 'Fantasy', 'Romance']"
1119,"['Thriller', 'Mystery']"
1120,"['Drama', 'Crime']"
1121,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
1122,"['Fantasy', 'Horror', 'Comedy']"
1123,"['Adventure', 'Drama', 'Romance']"
1124,"['Action', 'Drama', 'History']"
1125,"['Action', 'Crime', 'Drama', 'Thriller']"
1126,"['Drama', 'Horror', 'Thriller']"
1127,"['Music', 'Comedy', 'Action', 'Crime']"
1128,"['Drama', 'Crime']"
1129,"['Drama', 'War']"
1130,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']"
1131,"['War', 'Drama', 'History', 'Action', 'Romance']"
1132,"['Drama', 'History', 'Music']"
1133,"['Comedy', 'Drama', 'Romance']"
1134,"['Drama', 'Crime']"
1135,['Drama']
1136,"['Comedy', 'Drama', 'Romance']"
1137,"['Drama', 'History']"
1138,"['Drama', 'Science Fiction', 'Thriller']"
1139,"['Action', 'Drama', 'History', 'War', 'Adventure']"
1140,"['Comedy', 'Crime', 'Drama']"
1141,"['Comedy', 'Drama', 'Romance']"
1142,"['Drama', 'Comedy']"
1143,"['Fantasy', 'Drama']"
1144,"['Comedy', 'Drama']"
1145,"['Action', 'Thriller', 'Science Fiction']"
1146,"['Horror', 'Comedy']"
1147,['War']
1148,"['Comedy', 'Drama']"
1149,"['Comedy', 'Drama', 'Romance']"
1150,"['Drama', 'Thriller', 'Crime']"
1151,['Drama']
1152,['Drama']
1153,"['Drama', 'Thriller', 'Crime']"
1154,"['Action', 'Thriller']"
1155,"['Drama', 'History', 'War']"
1156,"['Fantasy', 'Drama']"
1157,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1158,"['Drama', 'Science Fiction', 'Thriller']"
1159,"['Action', 'Adventure', 'Drama', 'Western']"
1160,"['Action', 'Comedy', 'Horror', 'Science Fiction']"
1161,['Comedy']
1162,['Comedy']
1163,"['Horror', 'Thriller']"
1164,"['Crime', 'Drama']"
1165,"['Drama', 'Action', 'Thriller', 'Crime']"
1166,"['Horror', 'Comedy', 'Fantasy']"
1167,"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
1168,"['Drama', 'War']"
1169,"['Action', 'Drama', 'Music', 'Thriller']"
1170,"['Romance', 'Fantasy', 'Drama', 'Comedy']"
1171,['Western']
1172,"['Mystery', 'Thriller']"
1173,"['Music', 'Drama']"
1174,"['Comedy', 'Crime']"
1175,"['Adventure', 'Comedy', 'Science Fiction', 'Family']"
1176,"['Drama', 'Comedy']"
1177,"['Drama', 'History', 'War']"
1178,"['Crime', 'Drama', 'Comedy']"
1179,"['Science Fiction', 'Animation']"
1180,"['Adventure', 'Action', 'Fantasy']"
1181,"['Crime', 'Drama']"
1182,"['Drama', 'Comedy', 'History', 'Romance']"
1183,"['Comedy', 'Science Fiction']"
1184,"['Comedy', 'Drama']"
1185,['Drama']
1186,['Comedy']
1187,"['Animation', 'Family', 'Music']"
1188,['Western']
1189,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1190,"['Thriller', 'Comedy', 'Drama']"
1191,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']"
1192,"['Action', 'Adventure', 'Drama', 'History']"
1193,"['Comedy', 'Music']"
1194,"['Documentary', 'Music']"
1195,"['Drama', 'Romance']"
1196,"['Adventure', 'Action']"
1197,"['Comedy', 'Drama']"
1198,"['Drama', 'History']"
1199,"['Comedy', 'Romance']"
1200,"['Drama', 'Romance']"
1201,"['Comedy', 'Romance']"
1202,['Music']
1203,"['War', 'Drama', 'History']"
1204,"['Drama', 'Comedy']"
1205,"['Adventure', 'Science Fiction', 'Action']"
1206,"['Drama', 'Fantasy']"
1207,"['Adventure', 'Drama']"
1208,"['History', 'Drama', 'Western', 'Crime']"
1209,['Drama']
1210,"['Thriller', 'Drama', 'Science Fiction', 'Action']"
1211,"['Comedy', 'Romance', 'Drama']"
1212,"['Documentary', 'Music']"
1213,"['Family', 'Comedy']"
1214,"['Drama', 'Romance']"
1215,"['Drama', 'Action', 'Comedy', 'Crime']"
1216,"['Romance', 'Comedy']"
1217,['Documentary']
1218,['Comedy']
1219,"['Comedy', 'Romance']"
1220,"['Science Fiction', 'Action', 'Horror']"
1221,"['Horror', 'Comedy']"
1222,['Horror']
1223,"['Horror', 'Thriller']"
1224,['Horror']
1225,['Horror']
1226,['Horror']
1227,"['Drama', 'Horror', 'Thriller']"
1228,['Horror']
1229,['Horror']
1230,"['Horror', 'Mystery']"
1231,"['Fantasy', 'Drama', 'Horror', 'Thriller']"
1232,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
1233,['Horror']
1234,"['Horror', 'Science Fiction']"
1235,"['Science Fiction', 'Horror', 'Comedy']"
1236,"['Horror', 'Thriller']"
1237,"['Thriller', 'Horror']"
1238,"['Romance', 'Horror']"
1239,"['Horror', 'Science Fiction']"
1240,['Horror']
1241,"['Drama', 'Horror', 'Thriller']"
1242,"['Crime', 'Thriller']"
1243,"['Drama', 'Thriller']"
1244,"['Horror', 'Thriller']"
1245,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
1246,['Horror']
1247,"['Fantasy', 'Horror']"
1248,['Horror']
1249,"['Horror', 'Thriller']"
1250,"['Crime', 'Drama', 'Thriller']"
1251,"['Crime', 'Drama', 'Thriller']"
1252,"['Comedy', 'Drama', 'Romance']"
1253,"['Drama', 'Romance']"
1254,"['Action', 'Drama', 'Horror', 'Mystery', 'Thriller']"
1255,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
1256,['Drama']
1257,['Drama']
1258,"['Family', 'Comedy']"
1259,"['Romance', 'Drama']"
1260,"['Documentary', 'Drama']"
1261,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family']"
1262,"['Drama', 'Thriller']"
1263,"['Comedy', 'Drama', 'Romance']"
1264,"['Drama', 'History']"
1265,"['Comedy', 'Family']"
1266,['Drama']
1267,"['Drama', 'Mystery']"
1268,"['Action', 'Thriller']"
1269,"['Science Fiction', 'Adventure', 'Mystery']"
1270,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
1271,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
1272,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
1273,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
1274,"['Science Fiction', 'Adventure']"
1275,"['Action', 'Fantasy']"
1276,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']"
1277,"['Western', 'Adventure']"
1278,['Romance']
1279,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
1280,"['Action', 'Thriller']"
1281,"['Action', 'Science Fiction', 'Thriller']"
1282,['Drama']
1283,"['Action', 'Thriller']"
1284,"['Action', 'Western']"
1285,"['Horror', 'Thriller', 'Adventure']"
1286,"['Horror', 'Thriller']"
1287,"['Thriller', 'Horror']"
1288,"['Comedy', 'Drama']"
1289,"['Comedy', 'Fantasy', 'Science Fiction']"
1290,"['Drama', 'Comedy']"
1291,"['Comedy', 'Drama', 'Romance']"
1292,"['Comedy', 'Crime']"
1293,"['Comedy', 'Drama']"
1294,"['Comedy', 'Crime', 'Drama']"
1295,['Drama']
1296,"['Drama', 'Romance']"
1297,['Drama']
1298,['Drama']
1299,"['History', 'Drama']"
1300,"['Drama', 'Crime']"
1301,"['Animation', 'Comedy']"
1302,"['Drama', 'Thriller']"
1303,"['Crime', 'Horror', 'Mystery']"
1304,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
1305,"['Comedy', 'Drama', 'Fantasy']"
1306,"['Drama', 'Romance', 'Family', 'Comedy']"
1307,['Drama']
1308,"['Drama', 'History']"
1309,"['Drama', 'Romance']"
1310,['Comedy']
1311,"['Romance', 'Crime', 'Drama']"
1312,"['History', 'Drama', 'Music']"
1313,"['Drama', 'Romance']"
1314,"['Adventure', 'Drama']"
1315,"['Documentary', 'Music']"
1316,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
1317,"['Drama', 'Thriller', 'Documentary', 'Romance', 'Foreign']"
1318,"['Crime', 'Drama', 'TV Movie']"
1319,"['Comedy', 'Romance']"
1320,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']"
1321,"['Action', 'Thriller', 'Crime']"
1322,['Drama']
1323,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
1324,"['Drama', 'Action', 'Comedy', 'Thriller']"
1325,"['Action', 'Comedy']"
1326,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
1327,"['Horror', 'Thriller', 'Science Fiction']"
1328,"['Drama', 'Romance']"
1329,['Drama']
1330,"['Action', 'Adventure', 'Thriller']"
1331,['Comedy']
1332,"['Action', 'Comedy']"
1333,"['Comedy', 'Drama', 'Romance']"
1334,"['Drama', 'Romance']"
1335,['Documentary']
1336,"['Action', 'Comedy', 'Romance']"
1337,"['Music', 'Drama', 'Comedy']"
1338,"['Crime', 'Drama', 'Comedy']"
1339,['Documentary']
1340,"['Music', 'Comedy']"
1341,"['Drama', 'War']"
1342,"['Comedy', 'Romance']"
1343,"['Comedy', 'Drama']"
1344,"['Comedy', 'Foreign', 'Romance']"
1345,"['Action', 'Comedy']"
1346,"['Drama', 'Comedy', 'Romance']"
1347,"['Action', 'Comedy', 'Drama', 'Foreign', 'Romance']"
1348,"['Crime', 'Drama', 'Thriller']"
1349,"['Comedy', 'Family']"
1350,['Comedy']
1351,"['Comedy', 'Drama', 'Romance']"
1352,"['Drama', 'Thriller', 'Mystery']"
1353,"['Drama', 'History']"
1354,"['Crime', 'Drama', 'Thriller']"
1355,['Comedy']
1356,['Documentary']
1357,"['Drama', 'Romance']"
1358,"['Crime', 'Thriller', 'Drama']"
1359,"['Comedy', 'Romance']"
1360,"['Comedy', 'Family']"
1361,"['Drama', 'History', 'Romance']"
1362,"['Comedy', 'Drama']"
1363,"['Comedy', 'Drama', 'Romance']"
1364,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']"
1365,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1366,"['Comedy', 'Drama']"
1367,"['Drama', 'Thriller', 'Romance']"
1368,"['Comedy', 'Drama', 'Mystery']"
1369,['Comedy']
1370,"['Drama', 'Foreign']"
1371,['Drama']
1372,"['Crime', 'Thriller', 'Drama']"
1373,"['Animation', 'Comedy', 'Family', 'Music']"
1374,"['Action', 'Comedy']"
1375,"['Comedy', 'Romance']"
1376,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']"
1377,"['Drama', 'Romance']"
1378,"['Action', 'Science Fiction']"
1379,"['Drama', 'Romance']"
1380,"['Adventure', 'Horror', 'Thriller']"
